AVG_GRD,Activity_Type,AvgCourse,AvgInstructor,Course,CourseTitle,CrsLvlNum,CrsPBAColl,CrsPBADept,CrsPBADiv,Honors,Hours,Instruction_Mode,Level,NComb,NIntrFCQ,N/ENROLL,N/EOT,N/GRADE,N/INCOMP,N/NOCRED,N/PASS,N/Ret,PCT/A,PCT/B,PCT/C,PCT/C_MINUS_OR_BELOW,PCT/D,PCT/DF,PCT/F,PCT/GRADE,PCT/INCOMP,PCT/WDRAW,RAP,Section,Subject,Subject_Label,Workload/Hrs_Wk,Workload/Raw,YearTerm,Instructors/0/group,Instructors/0/name,Instructors/0/title,Instructors/1/group,Instructors/1/name,Instructors/1/title,Instructors/2/group,Instructors/2/name,Instructors/2/title
2.58,LEC - Lecture,4.31,4.8,2110,Second-Year Spanish 1,2XXX,AS,SPAN,AH,0,3,P  - In Person,Lower,1,1,22,20,20,0,0,0,16,0.15,0.45,0.25,0.15,0.15,0.15,0,1,0,0.09,0,005,SPAN,Spanish,4-6,1.92,20141,2 Other reg,"ELMORE, VIVIAN",INSTRUCTOR,,,,,,
2.35,LEC - Lecture,4.5,4.25,2110,Second-Year Spanish 1,2XXX,AS,SPAN,AH,0,3,P  - In Person,Lower,1,1,13,11,11,0,0,0,8,0.18,0.45,0.09,0.36,0.18,0.27,0.09,1,0,0.15,0,006,SPAN,Spanish,7-9,2.67,20141,2 Other reg,"MORENO, MARIA E",INSTRUCTOR,,,,,,
3.05,LEC - Lecture,5.54,5.82,2110,Second-Year Spanish 1,2XXX,AS,SPAN,AH,0,3,P  - In Person,Lower,1,1,16,16,16,0,0,0,11,0.38,0.38,0.25,0.13,0,0,0,1,0,0,0,007,SPAN,Spanish,4-6,2.20,20141,2 Other reg,"TABLER, ALICIA V",INSTRUCTOR,,,,,,
2.44,LEC - Lecture,3.5,3.93,2110,Second-Year Spanish 1,2XXX,AS,SPAN,AH,0,3,P  - In Person,Lower,1,1,18,18,17,0,0,0,14,0.24,0.35,0.18,0.35,0.18,0.24,0.06,0.94,0,0,0,008,SPAN,Spanish,4-6,2.00,20141,2 Other reg,"MORENO, MARIA E",INSTRUCTOR,,,,,,
1.79,LEC - Lecture,4.33,4.67,2110,Second-Year Spanish 1,2XXX,AS,SPAN,AH,0,3,P  - In Person,Lower,1,1,20,20,20,0,0,0,15,0.05,0.2,0.3,0.6,0.35,0.45,0.1,1,0,0,0,009,SPAN,Spanish,4-6,2.47,20141,2 Other reg,"MORENO, MARIA E",INSTRUCTOR,,,,,,
2.37,LEC - Lecture,4.64,5.5,2110,Second-Year Spanish 1,2XXX,AS,SPAN,AH,0,3,P  - In Person,Lower,1,1,18,18,17,0,0,0,14,0.18,0.41,0.24,0.35,0.12,0.18,0.06,0.94,0,0,0,011,SPAN,Spanish,4-6,2.25,20141,2 Other reg,"GREEN, ANTONIA M",INSTRUCTOR,,,,,,
2.55,LEC - Lecture,4.15,4.77,2110,Second-Year Spanish 1,2XXX,AS,SPAN,AH,0,3,P  - In Person,Lower,1,1,21,15,15,0,0,0,13,0.2,0.27,0.4,0.13,0.13,0.13,0,1,0,0.29,0,013,SPAN,Spanish,4-6,2.10,20141,2 Other reg,"MORENO, MARIA E",INSTRUCTOR,,,,,,
2.84,LEC - Lecture,4.69,5.31,2110,Second-Year Spanish 1,2XXX,AS,SPAN,AH,0,3,P  - In Person,Lower,1,1,15,14,14,0,0,0,13,0.29,0.43,0.21,0.21,0.07,0.07,0,1,0,0.07,0,014,SPAN,Spanish,4-6,1.85,20141,2 Other reg,"GREEN, ANTONIA M",INSTRUCTOR,,,,,,
2.86,LEC - Lecture,5.42,5.75,2110,Second-Year Spanish 1,2XXX,AS,SPAN,AH,0,3,P  - In Person,Lower,1,1,14,13,13,0,0,0,12,0.15,0.69,0,0.15,0.08,0.15,0.08,1,0,0.07,1,800,SPAN,Spanish,7-9,3.00,20141,2 Other reg,"KOPEN, CARMEN LYNN",INSTRUCTOR,,,,,,
3.42,LEC - Lecture,5.22,5.67,2120,Second-Year Spanish 2,2XXX,AS,SPAN,AH,0,3,P  - In Person,Lower,1,1,14,12,12,0,0,0,9,0.67,0.25,0,0.08,0.08,0.08,0,1,0,0.14,0,001,SPAN,Spanish,4-6,1.86,20141,4 TA Cred,"GORDON, NATHAN JAMES",GRAD PART-TIME INSTRUCTOR,,,,,,
3.29,LEC - Lecture,5,5.54,2120,Second-Year Spanish 2,2XXX,AS,SPAN,AH,0,3,P  - In Person,Lower,1,1,15,14,14,0,0,0,13,0.5,0.43,0,0.07,0,0.07,0.07,1,0,0.07,0,002,SPAN,Spanish,4-6,2.00,20141,2 Other reg,"TABLER, ALICIA V",INSTRUCTOR,,,,,,
2.98,LEC - Lecture,4.85,4.92,2120,Second-Year Spanish 2,2XXX,AS,SPAN,AH,0,3,P  - In Person,Lower,1,1,15,13,13,0,0,0,13,0.23,0.54,0.23,0,0,0,0,1,0,0.13,0,003,SPAN,Spanish,7-9,2.50,20141,2 Other reg,"PIRAS, MARIA CHRISTINA",INSTRUCTOR,,,,,,
3.01,LEC - Lecture,4.5,5,2120,Second-Year Spanish 2,2XXX,AS,SPAN,AH,0,3,P  - In Person,Lower,1,1,12,12,12,0,0,0,12,0.33,0.42,0.25,0,0,0,0,1,0,0,0,004,SPAN,Spanish,4-6,2.08,20141,2 Other reg,"PIRAS, MARIA CHRISTINA",INSTRUCTOR,,,,,,
3.13,LEC - Lecture,5.3,5.65,2120,Second-Year Spanish 2,2XXX,AS,SPAN,AH,0,3,P  - In Person,Lower,1,1,21,21,21,0,0,0,20,0.43,0.48,0.05,0.05,0.05,0.05,0,1,0,0,0,005,SPAN,Spanish,4-6,2.29,20141,2 Other reg,"MALCOLM, KAREN L",INSTRUCTOR,,,,,,
2.8,LEC - Lecture,5.13,5.25,2120,Second-Year Spanish 2,2XXX,AS,SPAN,AH,0,3,P  - In Person,Lower,1,1,11,11,11,0,0,0,8,0.36,0.45,0,0.18,0.09,0.18,0.09,1,0,0,0,006,SPAN,Spanish,4-6,1.88,20141,2 Other reg,"GREEN, ANTONIA M",INSTRUCTOR,,,,,,
2.92,LEC - Lecture,5,5.58,2120,Second-Year Spanish 2,2XXX,AS,SPAN,AH,0,3,P  - In Person,Lower,1,1,15,15,15,0,0,0,12,0.27,0.47,0.27,0,0,0,0,1,0,0,0,007,SPAN,Spanish,4-6,2.14,20141,2 Other reg,"GREEN, ANTONIA M",INSTRUCTOR,,,,,,
2.74,LEC - Lecture,4.85,5.54,2120,Second-Year Spanish 2,2XXX,AS,SPAN,AH,0,3,P  - In Person,Lower,1,1,15,14,14,0,0,0,13,0.29,0.29,0.36,0.14,0.07,0.07,0,1,0,0.07,0,008,SPAN,Spanish,4-6,2.08,20141,2 Other reg,"ELMORE, VIVIAN",INSTRUCTOR,,,,,,
3.12,LEC - Lecture,5.31,5.56,3000,Advanced Spanish Language Skills,3XXX,AS,SPAN,AH,0,5,P  - In Person,Upper,1,1,17,17,17,0,0,0,16,0.41,0.47,0.06,0.06,0,0.06,0.06,1,0,0,0,002,SPAN,Spanish,7-9,2.87,20141,4 TA Cred,"KEOGH, XIMENA L.",GRAD PART-TIME INSTRUCTOR,,,,,,
3.14,LEC - Lecture,5.2,5.7,3000,Advanced Spanish Language Skills,3XXX,AS,SPAN,AH,0,5,P  - In Person,Upper,1,1,20,20,20,0,0,0,20,0.4,0.5,0.05,0.05,0.05,0.05,0,1,0,0,0,003,SPAN,Spanish,7-9,2.94,20141,4 TA Cred,"BRADY, CAITLIN O'REILLY",GRAD PART-TIME INSTRUCTOR,,,,,,
3.16,LEC - Lecture,4.89,5.53,3000,Advanced Spanish Language Skills,3XXX,AS,SPAN,AH,0,5,P  - In Person,Upper,1,1,19,19,19,0,0,0,19,0.42,0.37,0.21,0,0,0,0,1,0,0,0,004,SPAN,Spanish,7-9,2.93,20141,4 TA Cred,"RATTERMAN, MOLLY MONROE",GRAD PART-TIME INSTRUCTOR,,,,,,
3.73,LEC - Lecture,5.35,5.53,3000,Advanced Spanish Language Skills,3XXX,AS,SPAN,AH,0,5,P  - In Person,Upper,1,1,18,18,18,0,0,0,17,0.78,0.22,0,0,0,0,0,1,0,0,0,005,SPAN,Spanish,7-9,2.67,20141,4 TA Cred,"MUNOZ, MARIA JOSE",GRAD PART-TIME INSTRUCTOR,,,,,,
3.36,LEC - Lecture,5.71,5.79,3000,Advanced Spanish Language Skills,3XXX,AS,SPAN,AH,0,5,P  - In Person,Upper,1,1,19,18,18,0,0,0,14,0.5,0.44,0.06,0,0,0,0,1,0,0.05,0,006,SPAN,Spanish,7-9,3.00,20141,4 TA Cred,"MEADOWS, HARRISON DAVID",GRAD PART-TIME INSTRUCTOR,,,,,,
3.23,LEC - Lecture,5,5.5,3000,Advanced Spanish Language Skills,3XXX,AS,SPAN,AH,0,5,P  - In Person,Upper,1,1,10,10,10,0,0,0,8,0.4,0.4,0.2,0,0,0,0,1,0,0,0,007,SPAN,Spanish,10-12,3.63,20141,4 TA Cred,"LIVIANOS, ALFONSO",GRAD PART-TIME INSTRUCTOR,,,,,,
3.72,LEC - Lecture,5.54,5.82,3001,Spanish Conversation,3XXX,AS,SPAN,AH,0,3,P  - In Person,Upper,1,1,11,11,11,0,0,0,11,0.91,0.09,0,0,0,0,0,1,0,0,0,001,SPAN,Spanish,4-6,1.70,20141,2 Other reg,"ELMORE, VIVIAN",INSTRUCTOR,,,,,,
3.51,LEC - Lecture,5.22,5.67,3001,Spanish Conversation,3XXX,AS,SPAN,AH,0,3,P  - In Person,Upper,1,1,10,10,10,0,0,0,9,0.6,0.4,0,0,0,0,0,1,0,0,0,003,SPAN,Spanish,4-6,1.57,20141,2 Other reg,"PIRAS, MARIA CHRISTINA",INSTRUCTOR,,,,,,
3.47,LEC - Lecture,5.54,5.85,3001,Spanish Conversation,3XXX,AS,SPAN,AH,0,3,P  - In Person,Upper,1,1,14,14,13,0,0,0,13,0.54,0.46,0,0,0,0,0,0.93,0,0,0,005,SPAN,Spanish,4-6,2.09,20141,4 TA Cred,"BUILES GOMEZ, BEATRIZ E.",GRAD PART-TIME INSTRUCTOR,,,,,,
3.62,LEC - Lecture,4.94,5.31,3002,Advanced Spanish Conversation,3XXX,AS,SPAN,AH,0,3,P  - In Person,Upper,1,1,19,19,19,0,0,0,16,0.84,0.11,0,0.05,0,0.05,0.05,1,0,0,0,001,SPAN,Spanish,4-6,1.69,20141,2 Other reg,"HALLSTEAD, SUSAN RITA",SENIOR INSTRUCTOR,,,,,,
3.32,LEC - Lecture,4.67,5.5,3010,Advanced Rhetoric and Composition,3XXX,AS,SPAN,AH,0,3,P  - In Person,Upper,1,1,15,13,13,0,0,0,12,0.54,0.38,0.08,0.08,0,0,0,1,0,0.13,0,001,SPAN,Spanish,7-9,3.18,20141,2 Other reg,"BECHER, ANNE HELEN",SENIOR INSTRUCTOR,,,,,,
3.8,LEC - Lecture,4.75,5.19,3040,Professional Spanish for Business 2,3XXX,AS,SPAN,AH,0,3,P  - In Person,Upper,1,1,24,22,22,0,0,0,16,0.86,0.14,0,0,0,0,0,1,0,0.08,0,001,SPAN,Spanish,4-6,2.25,20141,3 Supp,"CABEZA, ADRIANA",LECTURER,,,,,,
2.84,LEC - Lecture,4.93,5.64,3050,Spanish Phonology and Phonetics,3XXX,AS,SPAN,AH,0,3,P  - In Person,Upper,1,1,21,18,18,0,0,0,14,0.22,0.44,0.33,0.17,0,0,0,1,0,0.14,0,001,SPAN,Spanish,4-6,2.29,20141,1 TTT,"BROWN, ESTHER LYNN",ASST PROFESSOR,,,,,,
3.69,LEC - Lecture,4.93,5.2,3100,Literary Analysis,3XXX,AS,SPAN,AH,0,3,P  - In Person,Upper,1,1,16,16,16,0,0,0,15,0.81,0.06,0.13,0,0,0,0,1,0,0,0,001,SPAN,Spanish,4-6,2.00,20141,1 TTT,"GOMEZ, LEILA GABRIELA",ASSOCIATE PROFESSOR,,,,,,
2.96,LEC - Lecture,3.72,4.11,3100,Literary Analysis,3XXX,AS,SPAN,AH,0,3,P  - In Person,Upper,1,1,19,18,18,0,0,0,18,0.39,0.39,0.17,0.11,0.06,0.06,0,1,0,0.05,0,002,SPAN,Spanish,7-9,2.87,20141,2 Other reg,"LONG, MARY K",SENIOR INSTRUCTOR,,,,,,
2.89,LEC - Lecture,5.45,5.82,3100,Literary Analysis,3XXX,AS,SPAN,AH,0,3,P  - In Person,Upper,1,1,14,14,14,0,0,0,11,0.29,0.57,0.07,0.14,0,0.07,0.07,1,0,0,0,003,SPAN,Spanish,7-9,2.91,20141,1 TTT,"PRIETO, ANDRES IGNACIO",ASSOCIATE PROFESSOR,,,,,,
2.47,LEC - Lecture,3.59,3.76,3120,Advanced Spanish Grammar,3XXX,AS,SPAN,AH,0,3,P  - In Person,Upper,1,1,20,19,19,0,0,0,17,0.16,0.32,0.37,0.26,0.11,0.16,0.05,1,0,0.05,0,001,SPAN,Spanish,4-6,2.40,20141,1 TTT,"BAENA, JULIO",PROFESSOR,,,,,,
2.9,LEC - Lecture,3.9,4.2,3120,Advanced Spanish Grammar,3XXX,AS,SPAN,AH,0,3,P  - In Person,Upper,1,1,13,13,13,0,0,0,10,0.31,0.31,0.38,0,0,0,0,1,0,0,0,002,SPAN,Spanish,4-6,1.90,20141,2 Other reg,"LONG, MARY K",SENIOR INSTRUCTOR,,,,,,
3.11,LEC - Lecture,4.75,5.31,3120,Advanced Spanish Grammar,3XXX,AS,SPAN,AH,0,3,P  - In Person,Upper,1,1,17,17,17,0,0,0,16,0.35,0.53,0.06,0.06,0.06,0.06,0,1,0,0,0,003,SPAN,Spanish,7-9,2.53,20141,2 Other reg,"HALLSTEAD, SUSAN RITA",SENIOR INSTRUCTOR,,,,,,
3.37,LEC - Lecture,4.93,5.79,3150,Linguistic Analysis of Spanish,3XXX,AS,SPAN,AH,0,3,P  - In Person,Upper,1,1,17,15,15,0,0,0,14,0.53,0.4,0.07,0,0,0,0,1,0,0.12,0,001,SPAN,Spanish,4-6,2.31,20141,1 TTT,"RIVAS RODRIGUEZ, JOSE JAVIER",ASST PROFESSOR,,,,,,
3.06,LEC - Lecture,3.67,4.38,3200,Spanish Culture,3XXX,AS,SPAN,AH,0,3,P  - In Person,Upper,1,1,25,25,25,0,0,0,24,0.24,0.56,0.2,0,0,0,0,1,0,0,0,001,SPAN,Spanish,4-6,2.14,20141,1 TTT,"HERRERO-SENES, JUAN",ASST PROFESSOR,,,,,,
2.65,LEC - Lecture,4.92,5.31,3220,Latin American Culture: Spanish America and Brazil,3XXX,AS,SPAN,AH,0,3,P  - In Person,Upper,2,1,14,13,13,0,0,0,13,0.38,0.15,0.23,0.31,0.23,0.23,0,1,0,0.07,0,001,SPAN,Spanish,4-6,2.17,20141,1 TTT,"DABOVE, JUAN PABLO",ASSOCIATE PROFESSOR,,,,,,
3.39,LEC - Lecture,5.38,5.88,3280,Introduction to Catalan Literature & Film,3XXX,AS,SPAN,AH,0,3,P  - In Person,Upper,1,1,13,12,12,0,0,0,8,0.5,0.42,0.08,0,0,0,0,1,0,0.08,0,001,SPAN,Spanish,4-6,2.38,20141,2 Other reg,"PEREZ-PAMIES, SUSANNA",INSTRUCTOR,,,,,,
3.64,LEC - Lecture,5.16,5.21,4070,Problems of Business Translation in Spanish 2,4XXX,AS,SPAN,AH,0,3,P  - In Person,Upper,1,1,24,23,23,0,0,0,19,0.78,0.22,0,0,0,0,0,1,0,0.04,0,003,SPAN,Spanish,7-9,2.63,20141,2 Other reg,"LONG, MARY K",SENIOR INSTRUCTOR,,,,,,
3,LEC - Lecture,4,4.59,4150,Major Works/Trends:  Spanish Literature to 1700,4XXX,AS,SPAN,AH,0,3,P  - In Person,Upper,1,1,23,23,23,0,0,0,17,0.22,0.65,0.09,0.04,0.04,0.04,0,1,0,0,0,001,SPAN,Spanish,7-9,2.60,20141,1 TTT,"BAENA, JULIO",PROFESSOR,,,,,,
3.55,LEC - Lecture,5.47,5.79,4160,Major Works/Trends: Spanish Literature to Present,4XXX,AS,SPAN,AH,0,3,P  - In Person,Upper,1,1,22,21,21,0,0,0,19,0.67,0.29,0.05,0,0,0,0,1,0,0.05,0,001,SPAN,Spanish,7-9,3.00,20141,1 TTT,"KRAUEL, JAVIER",ASST PROFESSOR,,,,,,
3.37,LEC - Lecture,4.91,5.35,4180,Major Works/Trends: Spanish-American Literature Modern/Contemporary,4XXX,AS,SPAN,AH,0,3,P  - In Person,Upper,1,1,23,23,23,0,0,0,23,0.48,0.48,0.04,0,0,0,0,1,0,0,0,001,SPAN,Spanish,7-9,3.14,20141,1 TTT,"ELMORE, PETER MICHAEL",PROFESSOR,,,,,,
3.01,LEC - Lecture,5.47,5.82,4220,Special Topics in Spanish and/or Spanish American Literature,4XXX,AS,SPAN,AH,0,3,P  - In Person,Upper,1,1,22,21,21,0,0,0,17,0.1,0.76,0.14,0,0,0,0,1,0,0.05,0,001,SPAN,Spanish,4-6,2.41,20141,1 TTT,"HERRERO-SENES, JUAN",ASST PROFESSOR,,,,,,
3.27,LEC - Lecture,4.95,5.76,4430,Special Topics in Hispanic Linguistics,4XXX,AS,SPAN,AH,0,3,P  - In Person,Upper,1,1,24,24,24,0,0,0,21,0.42,0.54,0.04,0,0,0,0,1,0,0,0,001,SPAN,Spanish,7-9,2.53,20141,1 TTT,"RIVAS RODRIGUEZ, JOSE JAVIER",ASST PROFESSOR,,,,,,
3.47,LEC - Lecture,4.33,4.33,4650,Methods of Teaching Spanish,4XXX,AS,SPAN,AH,0,3,P  - In Person,Upper,1,1,12,12,12,0,0,0,12,0.5,0.42,0.08,0,0,0,0,1,0,0,0,001,SPAN,Spanish,13-15,4.75,20141,2 Other reg,"BECHER, ANNE HELEN",SENIOR INSTRUCTOR,,,,,,
3.97,SEM - Seminar,5.67,5.75,5320,Seminar: 20th Century Spanish American Literature,5XXX,AS,SPAN,AH,0,3,P  - In Person,Masters,3,1,11,11,11,0,0,0,12,1,0,0,0,0,0,0,1,0,0,0,004,SPAN,Spanish,7-9,3.14,20141,1 TTT,"GOMEZ, LEILA GABRIELA",ASSOCIATE PROFESSOR,,,,,,
2.49,LEC - Lecture,,,1800,Visual Literacy: Images and Ideologies,1XXX,AS,SSPC,SS,0,3,P  - In Person,Lower,1,,15,14,14,0,0,0,,0.36,0.21,0.21,0.29,0.07,0.21,0.14,1,0,0.07,0,220,COMR,Communication Res Acad Prgm,,,20141,2 Other reg,"GALE, KENDRA L",INSTRUCTOR,,,,,,
,PRA - Practicum,,,1000,Farrand Service-Learning Practicum: Special Topics,1XXX,AS,SSPC,SS,0,1,P  - In Person,Lower,1,,11,10,,0,0,10,,,,,,,,,,,,0,250,FARR,Farrand Residential Acad Prgm,,,20141,2 Other reg,"KUNCE, CATHERINE",SENIOR INSTRUCTOR,,,,,,
,PRA - Practicum,,,1000,Farrand Service-Learning Practicum: Special Topics,1XXX,AS,SSPC,SS,0,1,P  - In Person,Lower,1,,18,16,,0,0,16,,,,,,,,,,,,0,251,FARR,Farrand Residential Acad Prgm,,,20141,2 Other reg,"LYNCH, MARYBETH",INSTRUCTOR,,,,,,
,PRA - Practicum,,,1000,Farrand Service-Learning Practicum: Special Topics,1XXX,AS,SSPC,SS,0,1,P  - In Person,Lower,1,,16,16,,0,0,15,,,,,,,,,,,,0,256,FARR,Farrand Residential Acad Prgm,,,20141,3 Supp,"DELUCA, LAURA M",LECTURER,,,,,,
2.88,LEC - Lecture,,,1561,Nonviolence for Everyday: Meditation and Other Helpful Habits,1XXX,AS,SSPC,SS,0,1,P  - In Person,Lower,1,,19,19,19,0,0,0,,0.53,0.21,0.11,0.21,0.11,0.16,0.05,1,0,0,0,250,FARR,Farrand Residential Acad Prgm,,,20141,2 Other reg,"COMSTOCK, CATHY",SENIOR INSTRUCTOR,,,,,,
3.37,LEC - Lecture,,,1561,Nonviolence for Everyday: Meditation and Other Helpful Habits,1XXX,AS,SSPC,SS,0,1,P  - In Person,Lower,1,,18,14,14,0,0,0,,0.57,0.36,0.07,0.07,0,0,0,1,0,0.22,0,251,FARR,Farrand Residential Acad Prgm,,,20141,2 Other reg,"COMSTOCK, CATHY",SENIOR INSTRUCTOR,,,,,,
3.03,LEC - Lecture,,,1562,Gandhi's Satyagraha: Love in Action for Humans and Other Creatures,1XXX,AS,SSPC,SS,0,3,P  - In Person,Lower,1,,18,17,17,0,0,0,,0.47,0.29,0.12,0.18,0.12,0.12,0,1,0,0.06,0,250,FARR,Farrand Residential Acad Prgm,,,20141,2 Other reg,"COMSTOCK, CATHY",SENIOR INSTRUCTOR,,,,,,
3.28,LEC - Lecture,,,2510,Exploring Good and Evil through Film,2XXX,AS,SSPC,SS,0,3,P  - In Person,Lower,1,,19,19,19,0,0,0,,0.37,0.58,0.05,0,0,0,0,1,0,0,0,250,FARR,Farrand Residential Acad Prgm,,,20141,2 Other reg,"ANDERMAN, ELIZABETH",INSTRUCTOR,,,,,,
3.82,LEC - Lecture,,,2660,Ethics of Ambition,2XXX,AS,SSPC,SS,0,3,P  - In Person,Lower,1,,20,20,20,0,0,0,,0.9,0.05,0.05,0.05,0,0,0,1,0,0,0,250,FARR,Farrand Residential Acad Prgm,,,20141,2 Other reg,"SIMPSON, MICHELE D",INSTRUCTOR,,,,,,
3.29,LEC - Lecture,,,2820,Future of the Spaceship Earth,2XXX,AS,SSPC,SS,0,3,P  - In Person,Lower,1,,18,16,16,0,0,0,,0.25,0.75,0,0,0,0,0,1,0,0.11,0,250,FARR,Farrand Residential Acad Prgm,,,20141,2 Other reg,"LYNCH, MARYBETH",INSTRUCTOR,,,,,,
3.6,SEM - Seminar,,,1500,Community Engagement,1XXX,AS,SSPC,SS,0,1,P  - In Person,Lower,1,,15,10,10,0,0,0,,0.8,0.1,0,0.1,0.1,0.1,0,1,0,0.33,0,130,GSAP,Global Studies Res Acad Prgm,,,20141,2 Other reg,"CONZELMAN, CAROLINE S",INSTRUCTOR,,,,,,
2.58,SEM - Seminar,,,2010,Introduction to National Security,2XXX,AS,SSPC,SS,0,3,P  - In Person,Lower,1,,13,13,13,0,0,0,,0.23,0.38,0.23,0.31,0,0.15,0.15,1,0,0,0,130,GSAP,Global Studies Res Acad Prgm,,,20141,3 Supp,"KANNER, MICHAEL DAVID",LECTURER,,,,,,
3.51,PRA - Practicum,5.73,5.92,2919,Renewing Democracy in Communities and Schools,2XXX,AS,SSPC,SS,0,3,P  - In Person,Lower,2,1,31,31,31,0,0,0,26,0.58,0.35,0.06,0.03,0,0,0,1,0,0,1,801,INVS,INVST Community Studies,4-6,2.08,20141,3 Supp,"VERVEER, ELAINA MARIE",ACADEMIC SERVICES PROGRAM MGR,,,,,,
3.7,PRA - Practicum,5.83,6,2919,Renewing Democracy in Communities and Schools,2XXX,AS,SSPC,SS,0,3,P  - In Person,Lower,2,1,30,30,30,0,0,0,25,0.8,0.17,0.03,0,0,0,0,1,0,0,1,802,INVS,INVST Community Studies,4-6,2.24,20141,3 Supp,"VERVEER, ELAINA MARIE",ACADEMIC SERVICES PROGRAM MGR,,,,,,
3.8,INT - Internship,5.54,5.73,3932,"Community Leadership Internship, Part 2",3XXX,AS,SSPC,SS,0,3,P  - In Person,Upper,1,1,11,11,11,0,0,0,11,0.91,0.09,0,0,0,0,0,1,0,0,1,801,INVS,INVST Community Studies,10-12,4.40,20141,3 Supp,"SIDERIS, SABRINA C",ACADEMIC SERVICES PROGRAM MGR,,,,,,
3.84,PRA - Practicum,,,4932,"Community Leadership in Action, Part 2",4XXX,AS,SSPC,SS,0,3,P  - In Person,Upper,1,,14,14,14,0,0,0,,0.93,0.07,0,0,0,0,0,1,0,0,1,802,INVS,INVST Community Studies,,,20141,4 TA Cred,"KAPLAN, REBECCA G",GRAD ASSISTANT,,,,,,
2.95,LEC - Lecture,4.45,4.61,2500,Introduction to Peace and Conflict Studies,2XXX,AS,SSPC,SS,0,3,P  - In Person,Lower,1,1,63,55,54,1,0,0,33,0.33,0.41,0.19,0.09,0.04,0.07,0.04,0.98,0.02,0.13,0,001,PACS,Peace & Conflict Studies,4-6,1.77,20141,2 Other reg,"BURGESS, GUY M",INSTRUCTOR,,,,,,
3.4,SEM - Seminar,4.94,5.18,4500,Senior Seminar in Peace and Conflict Studies,4XXX,AS,SSPC,SS,0,3,P  - In Person,Upper,1,1,23,21,20,1,0,0,17,0.5,0.4,0.1,0,0,0,0,0.95,0.05,0.09,0,001,PACS,Peace & Conflict Studies,7-9,3.00,20141,2 Other reg,"BURGESS, GUY M",INSTRUCTOR,,,,,,
3.12,SEM - Seminar,5,5.43,4500,Senior Seminar in Peace and Conflict Studies,4XXX,AS,SSPC,SS,0,3,P  - In Person,Upper,1,1,13,13,13,0,0,0,7,0.46,0.15,0.38,0.08,0,0,0,1,0,0,0,002,PACS,Peace & Conflict Studies,4-6,2.14,20141,2 Other reg,"BURGESS, HEIDI A",INSTRUCTOR,,,,,,
3.02,SEM - Seminar,,,1020,Topics-Social Sciences 1,1XXX,AS,SSPC,SS,0,3,P  - In Person,Lower,1,,13,13,13,0,0,0,,0.15,0.69,0.15,0.08,0,0,0,1,0,0,0,171,SEWL,Sewall Residential Acad Prgm,,,20141,2 Other reg,"AIKEN, ELLEN",INSTRUCTOR,,,,,,
3.26,LEC - Lecture,,,2000,"America, the Environment, and the Global Economy",2XXX,AS,SSPC,SS,0,3,P  - In Person,Lower,1,,21,21,21,0,0,0,,0.33,0.62,0.05,0,0,0,0,1,0,0,0,170,SEWL,Sewall Residential Acad Prgm,,,20141,2 Other reg,"LEWIS, CHRIS H",SENIOR INSTRUCTOR,,,,,,
,OTH - Other,,,2020,Civic Engagement,2XXX,AS,SSPC,SS,0,1,P  - In Person,Lower,1,,69,64,,0,0,64,,,,,,,,,,,,0,170,SEWL,Sewall Residential Acad Prgm,,,20141,2 Other reg,"MOORE, GEORGE",SENIOR INSTRUCTOR,,,,,,
,OTH - Other,,,2020,Civic Engagement,2XXX,AS,SSPC,SS,0,1,P  - In Person,Lower,1,,56,51,,0,0,51,,,,,,,,,,,,0,171,SEWL,Sewall Residential Acad Prgm,,,20141,2 Other reg,"MOORE, GEORGE",SENIOR INSTRUCTOR,,,,,,
3.73,LEC - Lecture,5.07,5.53,1000,Beginning Contemporary Dance Technique,1XXX,AS,THDN,AH,0,2,P  - In Person,Lower,1,1,18,18,18,0,0,0,15,0.94,0,0,0.06,0,0.06,0.06,1,0,0,0,001,DNCE,Dance,4-6,1.69,20141,4 TA Cred,"GREENLEE, AMANDA RICHARDSON",GRAD PART-TIME INSTRUCTOR,,,,,,
3.9,LEC - Lecture,5.8,5.97,1000,Beginning Contemporary Dance Technique,1XXX,AS,THDN,AH,0,2,P  - In Person,Lower,1,1,39,36,36,0,0,0,35,0.94,0.06,0,0,0,0,0,1,0,0.08,0,002,DNCE,Dance,4-6,1.61,20141,4 TA Cred,"ODOM, MEGAN ELIZABETH",GRAD PART-TIME INSTRUCTOR,,,,,,
3.88,LEC - Lecture,5.23,5.27,1000,Beginning Contemporary Dance Technique,1XXX,AS,THDN,AH,0,2,P  - In Person,Lower,1,1,34,33,33,0,0,0,22,0.91,0.09,0,0,0,0,0,1,0,0.03,0,003,DNCE,Dance,4-6,2.24,20141,4 TA Cred,"WALDMAN, MAREN AMY",GRAD PART-TIME INSTRUCTOR,,,,,,
4,LEC - Lecture,5.39,5.81,1000,Beginning Contemporary Dance Technique,1XXX,AS,THDN,AH,0,2,P  - In Person,Lower,1,1,39,39,39,0,0,0,31,1,0,0,0,0,0,0,1,0,0,0,004,DNCE,Dance,4-6,1.81,20141,4 TA Cred,"SALTERS, SAMANTHA E",GRAD PART-TIME INSTRUCTOR,,,,,,
